Consumption DK areas in MWh,,,,
Data was last updated 22-04-2016,,,,
,Hours,DK1,DK2,DK
06-04-2016,16 - 17,2526,1669,4195
06-04-2016,17 - 18,2680,1769,4449
06-04-2016,18 - 19,2662,1796,4458
06-04-2016,19 - 20,2518,1739,4257
06-04-2016,20 - 21,2463,1697,4160
06-04-2016,21 - 22,2336,1597,3933
06-04-2016,22 - 23,2158,1437,3595
06-04-2016,23 - 00,1951,1269,3220
07-04-2016,00 - 01,1837,1180,3017
07-04-2016,01 - 02,1818,1110,2928
07-04-2016,02 - 03,1775,1102,2877
07-04-2016,03 - 04,1805,1114,2919
07-04-2016,04 - 05,1828,1130,2958
07-04-2016,05 - 06,1974,1250,3224
07-04-2016,06 - 07,2362,1447,3809
07-04-2016,07 - 08,2730,1663,4393
07-04-2016,08 - 09,2787,1771,4558
07-04-2016,09 - 10,2845,1812,4657
07-04-2016,10 - 11,2842,1816,4658
07-04-2016,11 - 12,2883,1789,4672
07-04-2016,12 - 13,2738,1780,4518
07-04-2016,13 - 14,2701,1751,4452
07-04-2016,14 - 15,2628,1698,4326
07-04-2016,15 - 16,2528,1691,4219
07-04-2016,16 - 17,2548,1673,4221
07-04-2016,17 - 18,2715,1735,4450
07-04-2016,18 - 19,2654,1722,4376
07-04-2016,19 - 20,2543,1667,4210
07-04-2016,20 - 21,2489,1672,4161
07-04-2016,21 - 22,2369,1576,3945
07-04-2016,22 - 23,2194,1424,3618
07-04-2016,23 - 00,1983,1287,3270
08-04-2016,00 - 01,1857,1197,3054
08-04-2016,01 - 02,1815,1148,2963
08-04-2016,02 - 03,1752,1099,2851
08-04-2016,03 - 04,1753,1103,2856
08-04-2016,04 - 05,1816,1132,2948
08-04-2016,05 - 06,1987,1223,3210
08-04-2016,06 - 07,2355,1436,3791
08-04-2016,07 - 08,2700,1657,4357
08-04-2016,08 - 09,2806,1737,4543
08-04-2016,09 - 10,2761,1775,4536
08-04-2016,10 - 11,2770,1823,4593
08-04-2016,11 - 12,2721,1820,4541
08-04-2016,12 - 13,2552,1765,4317
08-04-2016,13 - 14,2460,1707,4167
08-04-2016,14 - 15,2305,1661,3966
08-04-2016,15 - 16,2232,1625,3857
08-04-2016,16 - 17,2216,1619,3835
08-04-2016,17 - 18,2338,1693,4031
08-04-2016,18 - 19,2357,1694,4051
08-04-2016,19 - 20,2220,1622,3842
08-04-2016,20 - 21,2197,1591,3788
08-04-2016,21 - 22,2156,1522,3678
08-04-2016,22 - 23,2014,1401,3415
08-04-2016,23 - 00,1847,1279,3126
09-04-2016,00 - 01,1724,1181,2905
09-04-2016,01 - 02,1645,1118,2763
09-04-2016,02 - 03,1614,1096,2710
09-04-2016,03 - 04,1623,1085,2708
09-04-2016,04 - 05,1642,1096,2738
09-04-2016,05 - 06,1693,1127,2820
09-04-2016,06 - 07,1796,1157,2953
09-04-2016,07 - 08,1957,1270,3227
09-04-2016,08 - 09,2116,1416,3532
09-04-2016,09 - 10,2200,1510,3710
09-04-2016,10 - 11,2218,1550,3768
09-04-2016,11 - 12,2178,1538,3716
09-04-2016,12 - 13,2124,1526,3650
09-04-2016,13 - 14,2065,1488,3553
09-04-2016,14 - 15,2045,1458,3503
09-04-2016,15 - 16,2011,1436,3447
09-04-2016,16 - 17,2022,1443,3465
09-04-2016,17 - 18,2180,1525,3705
09-04-2016,18 - 19,2191,1546,3737
09-04-2016,19 - 20,2073,1472,3545
09-04-2016,20 - 21,2029,1474,3503
09-04-2016,21 - 22,1989,1436,3425
09-04-2016,22 - 23,1854,1340,3194
09-04-2016,23 - 00,1712,1237,2949
10-04-2016,00 - 01,1595,1160,2755
10-04-2016,01 - 02,1534,1106,2640
10-04-2016,02 - 03,1516,1074,2590
10-04-2016,03 - 04,1511,1066,2577
10-04-2016,04 - 05,1515,1071,2586
10-04-2016,05 - 06,1571,1092,2663
10-04-2016,06 - 07,1635,1115,2750
10-04-2016,07 - 08,1783,1219,3002
10-04-2016,08 - 09,1938,1365,3303
10-04-2016,09 - 10,2004,1465,3469
10-04-2016,10 - 11,2030,1510,3540
10-04-2016,11 - 12,2040,1508,3548
10-04-2016,12 - 13,1998,1489,3487
10-04-2016,13 - 14,1950,1476,3426
10-04-2016,14 - 15,1928,1444,3372
10-04-2016,15 - 16,1894,1431,3325
10-04-2016,16 - 17,1928,1433,3361
10-04-2016,17 - 18,2144,1530,3674
10-04-2016,18 - 19,2178,1571,3749
10-04-2016,19 - 20,2066,1515,3581
10-04-2016,20 - 21,2101,1527,3628
10-04-2016,21 - 22,2020,1490,3510
10-04-2016,22 - 23,1876,1355,3231
10-04-2016,23 - 00,1737,1219,2956
11-04-2016,00 - 01,1688,1143,2831
11-04-2016,01 - 02,1668,1087,2755
11-04-2016,02 - 03,1665,1064,2729
11-04-2016,03 - 04,1667,1075,2742
11-04-2016,04 - 05,1732,1112,2844
11-04-2016,05 - 06,1921,1223,3144
11-04-2016,06 - 07,2275,1428,3703
11-04-2016,07 - 08,2604,1648,4252
11-04-2016,08 - 09,2714,1748,4462
11-04-2016,09 - 10,2676,1767,4443
11-04-2016,10 - 11,2715,1779,4494
11-04-2016,11 - 12,2696,1751,4447
11-04-2016,12 - 13,2617,1720,4337
11-04-2016,13 - 14,2599,1728,4327
11-04-2016,14 - 15,2538,1681,4219
11-04-2016,15 - 16,2401,1627,4028
11-04-2016,16 - 17,2344,1611,3955
11-04-2016,17 - 18,2517,1709,4226
11-04-2016,18 - 19,2444,1679,4123
11-04-2016,19 - 20,2355,1604,3959
11-04-2016,20 - 21,2307,1611,3918
11-04-2016,21 - 22,2276,1553,3829
11-04-2016,22 - 23,2139,1399,3538
11-04-2016,23 - 00,1928,1238,3166
12-04-2016,00 - 01,1747,1130,2877
12-04-2016,01 - 02,1688,1082,2770
12-04-2016,02 - 03,1673,1059,2732
12-04-2016,03 - 04,1691,1066,2757
12-04-2016,04 - 05,1765,1108,2873
12-04-2016,05 - 06,1911,1207,3118
12-04-2016,06 - 07,2260,1418,3678
12-04-2016,07 - 08,2609,1650,4259
12-04-2016,08 - 09,2752,1748,4500
12-04-2016,09 - 10,2762,1777,4539
12-04-2016,10 - 11,2822,1784,4606
12-04-2016,11 - 12,2795,1779,4574
12-04-2016,12 - 13,2715,1755,4470
12-04-2016,13 - 14,2740,1759,4499
12-04-2016,14 - 15,2698,1722,4420
12-04-2016,15 - 16,2581,1676,4257
12-04-2016,16 - 17,2573,1679,4252
12-04-2016,17 - 18,2725,1809,4534
12-04-2016,18 - 19,2637,1777,4414
12-04-2016,19 - 20,2494,1679,4173
12-04-2016,20 - 21,2400,1643,4043
12-04-2016,21 - 22,2305,1563,3868
12-04-2016,22 - 23,2133,1404,3537
12-04-2016,23 - 00,1941,1262,3203
13-04-2016,00 - 01,1811,1157,2968
13-04-2016,01 - 02,1763,1100,2863
13-04-2016,02 - 03,1739,1076,2815
13-04-2016,03 - 04,1735,1079,2814
13-04-2016,04 - 05,1792,1095,2887
13-04-2016,05 - 06,1935,1198,3133
13-04-2016,06 - 07,2296,1414,3710
13-04-2016,07 - 08,2648,1642,4290
13-04-2016,08 - 09,2778,1732,4510
13-04-2016,09 - 10,2744,1773,4517
13-04-2016,10 - 11,2798,1805,4603
13-04-2016,11 - 12,2784,1777,4561
13-04-2016,12 - 13,2734,1756,4490
13-04-2016,13 - 14,2765,1735,4500
13-04-2016,14 - 15,2711,1712,4423
13-04-2016,15 - 16,2595,1681,4276
13-04-2016,16 - 17,2552,1687,4239
13-04-2016,17 - 18,2686,1788,4474
13-04-2016,18 - 19,2593,1770,4363
13-04-2016,19 - 20,2475,1691,4166
13-04-2016,20 - 21,2425,1653,4078
13-04-2016,21 - 22,2340,1579,3919
13-04-2016,22 - 23,2157,1421,3578
13-04-2016,23 - 00,1962,1268,3230
14-04-2016,00 - 01,1838,1168,3006
14-04-2016,01 - 02,1784,1103,2887
14-04-2016,02 - 03,1742,1092,2834
14-04-2016,03 - 04,1781,1096,2877
14-04-2016,04 - 05,1845,1130,2975
14-04-2016,05 - 06,1993,1216,3209
14-04-2016,06 - 07,2341,1427,3768
14-04-2016,07 - 08,2688,1668,4356
14-04-2016,08 - 09,2790,1766,4556
14-04-2016,09 - 10,2749,1823,4572
14-04-2016,10 - 11,2786,1826,4612
14-04-2016,11 - 12,2767,1820,4587
14-04-2016,12 - 13,2698,1802,4500
14-04-2016,13 - 14,2730,1786,4516
14-04-2016,14 - 15,2649,1746,4395
14-04-2016,15 - 16,2534,1701,4235
14-04-2016,16 - 17,2513,1696,4209
14-04-2016,17 - 18,2633,1789,4422
14-04-2016,18 - 19,2559,1748,4307
14-04-2016,19 - 20,2424,1658,4082
14-04-2016,20 - 21,2367,1622,3989
14-04-2016,21 - 22,2300,1569,3869
14-04-2016,22 - 23,2114,1423,3537
14-04-2016,23 - 00,1899,1279,3178
15-04-2016,00 - 01,1750,1174,2924
15-04-2016,01 - 02,1695,1110,2805
15-04-2016,02 - 03,1674,1087,2761
15-04-2016,03 - 04,1683,1097,2780
15-04-2016,04 - 05,1740,1119,2859
15-04-2016,05 - 06,1897,1216,3113
15-04-2016,06 - 07,2255,1413,3668
15-04-2016,07 - 08,2645,1658,4303
15-04-2016,08 - 09,2789,1755,4544
15-04-2016,09 - 10,2778,1783,4561
15-04-2016,10 - 11,2817,1815,4632
15-04-2016,11 - 12,2785,1789,4574
15-04-2016,12 - 13,2666,1732,4398
15-04-2016,13 - 14,2573,1715,4288
15-04-2016,14 - 15,2409,1671,4080
15-04-2016,15 - 16,2303,1645,3948
15-04-2016,16 - 17,2351,1655,4006
15-04-2016,17 - 18,2506,1757,4263
15-04-2016,18 - 19,2455,1754,4209
15-04-2016,19 - 20,2300,1662,3962
15-04-2016,20 - 21,2203,1604,3807
15-04-2016,21 - 22,2128,1538,3666
15-04-2016,22 - 23,1973,1437,3410
15-04-2016,23 - 00,1822,1318,3140
16-04-2016,00 - 01,1705,1212,2917
16-04-2016,01 - 02,1637,1138,2775
16-04-2016,02 - 03,1608,1105,2713
16-04-2016,03 - 04,1604,1108,2712
16-04-2016,04 - 05,1619,1108,2727
16-04-2016,05 - 06,1677,1121,2798
16-04-2016,06 - 07,1771,1150,2921
16-04-2016,07 - 08,1951,1273,3224
16-04-2016,08 - 09,2132,1423,3555
16-04-2016,09 - 10,2232,1533,3765
16-04-2016,10 - 11,2270,1588,3858
16-04-2016,11 - 12,2256,1592,3848
16-04-2016,12 - 13,2202,1553,3755
16-04-2016,13 - 14,2182,1551,3733
16-04-2016,14 - 15,2138,1509,3647
16-04-2016,15 - 16,2065,1495,3560
16-04-2016,16 - 17,2044,1522,3566
16-04-2016,17 - 18,2189,1578,3767
16-04-2016,18 - 19,2171,1562,3733
16-04-2016,19 - 20,2038,1511,3549
16-04-2016,20 - 21,1896,1494,3390
16-04-2016,21 - 22,1836,1478,3314
16-04-2016,22 - 23,1708,1393,3101
16-04-2016,23 - 00,1563,1288,2851
17-04-2016,00 - 01,1533,1195,2728
17-04-2016,01 - 02,1498,1129,2627
17-04-2016,02 - 03,1461,1088,2549
17-04-2016,03 - 04,1451,1056,2507
17-04-2016,04 - 05,1470,1068,2538
17-04-2016,05 - 06,1518,1085,2603
17-04-2016,06 - 07,1577,1115,2692
17-04-2016,07 - 08,1687,1235,2922
17-04-2016,08 - 09,1859,1362,3221
17-04-2016,09 - 10,1972,1464,3436
17-04-2016,10 - 11,1996,1527,3523
17-04-2016,11 - 12,2023,1569,3592
17-04-2016,12 - 13,1989,1620,3609
17-04-2016,13 - 14,1962,1601,3563
17-04-2016,14 - 15,1949,1587,3536
17-04-2016,15 - 16,1923,1574,3497
17-04-2016,16 - 17,1939,1606,3545
17-04-2016,17 - 18,2117,1649,3766
17-04-2016,18 - 19,2127,1628,3755
17-04-2016,19 - 20,2050,1568,3618
17-04-2016,20 - 21,1970,1518,3488
17-04-2016,21 - 22,1979,1496,3475
17-04-2016,22 - 23,1848,1363,3211
17-04-2016,23 - 00,1746,1220,2966
18-04-2016,00 - 01,1659,1135,2794
18-04-2016,01 - 02,1630,1084,2714
18-04-2016,02 - 03,1622,1060,2682
18-04-2016,03 - 04,1639,1064,2703
18-04-2016,04 - 05,1706,1096,2802
18-04-2016,05 - 06,1866,1192,3058
18-04-2016,06 - 07,2227,1403,3630
18-04-2016,07 - 08,2604,1631,4235
18-04-2016,08 - 09,2779,1712,4491
18-04-2016,09 - 10,2807,1767,4574
18-04-2016,10 - 11,2805,1812,4617
18-04-2016,11 - 12,2744,1807,4551
18-04-2016,12 - 13,2660,1796,4456
18-04-2016,13 - 14,2670,1774,4444
18-04-2016,14 - 15,2597,1738,4335
18-04-2016,15 - 16,2513,1683,4196
18-04-2016,16 - 17,2471,1686,4157
18-04-2016,17 - 18,2638,1800,4438
18-04-2016,18 - 19,2592,1792,4384
18-04-2016,19 - 20,2402,1700,4102
18-04-2016,20 - 21,2276,1643,3919
18-04-2016,21 - 22,2266,1570,3836
18-04-2016,22 - 23,2099,1428,3527
18-04-2016,23 - 00,1914,1290,3204
19-04-2016,00 - 01,1781,1175,2956
19-04-2016,01 - 02,1783,1119,2902
19-04-2016,02 - 03,1717,1101,2818
19-04-2016,03 - 04,1707,1107,2814
19-04-2016,04 - 05,1744,1136,2880
19-04-2016,05 - 06,1881,1221,3102
19-04-2016,06 - 07,2201,1426,3627
19-04-2016,07 - 08,2546,1669,4215
19-04-2016,08 - 09,2630,1773,4403
19-04-2016,09 - 10,2661,1801,4462
19-04-2016,10 - 11,2671,1826,4497
19-04-2016,11 - 12,2571,1796,4367
19-04-2016,12 - 13,2589,1805,4394
19-04-2016,13 - 14,2620,1767,4387
19-04-2016,14 - 15,2565,1723,4288
19-04-2016,15 - 16,2477,1709,4186
19-04-2016,16 - 17,2452,1687,4139
19-04-2016,17 - 18,2581,1750,4331
19-04-2016,18 - 19,2487,1696,4183
19-04-2016,19 - 20,2337,1613,3950
19-04-2016,20 - 21,2299,1573,3872
19-04-2016,21 - 22,2250,1556,3806
19-04-2016,22 - 23,2104,1421,3525
19-04-2016,23 - 00,1910,1263,3173
20-04-2016,00 - 01,1818,1133,2951
20-04-2016,01 - 02,1785,1089,2874
20-04-2016,02 - 03,1764,1081,2845
20-04-2016,03 - 04,1786,1088,2874
20-04-2016,04 - 05,1835,1119,2954
20-04-2016,05 - 06,1959,1202,3161
20-04-2016,06 - 07,2262,1409,3671
20-04-2016,07 - 08,2583,1632,4215
20-04-2016,08 - 09,2715,1743,4458
20-04-2016,09 - 10,2718,1774,4492
20-04-2016,10 - 11,2724,1764,4488
20-04-2016,11 - 12,2732,1752,4484
20-04-2016,12 - 13,2671,1723,4394
20-04-2016,13 - 14,2675,1699,4374
20-04-2016,14 - 15,2596,1659,4255
20-04-2016,15 - 16,2429,1619,4048
20-04-2016,16 - 17,2401,1591,3992
20-04-2016,17 - 18,2498,1663,4161
20-04-2016,18 - 19,2412,1638,4050
20-04-2016,19 - 20,2313,1571,3884
20-04-2016,20 - 21,2248,1539,3787
20-04-2016,21 - 22,2282,1520,3802
20-04-2016,22 - 23,2094,1386,3480
20-04-2016,23 - 00,1876,1238,3114
21-04-2016,00 - 01,1734,1137,2871
21-04-2016,01 - 02,1685,1077,2762
21-04-2016,02 - 03,1678,1043,2721
21-04-2016,03 - 04,1688,1056,2744
21-04-2016,04 - 05,1747,1089,2836
21-04-2016,05 - 06,1901,1157,3058
21-04-2016,06 - 07,2239,1351,3590
21-04-2016,07 - 08,2554,1591,4145
21-04-2016,08 - 09,2677,1702,4379
21-04-2016,09 - 10,2682,1731,4413
21-04-2016,10 - 11,2715,1721,4436
21-04-2016,11 - 12,2648,1702,4350
21-04-2016,12 - 13,2559,1684,4243
21-04-2016,13 - 14,2553,1686,4239
21-04-2016,14 - 15,2479,1668,4147
21-04-2016,15 - 16,2357,1624,3981
21-04-2016,16 - 17,2310,1609,3919
21-04-2016,17 - 18,2379,1673,4052
21-04-2016,18 - 19,2334,1684,4018
21-04-2016,19 - 20,2224,1620,3844
21-04-2016,20 - 21,2113,1573,3686
21-04-2016,21 - 22,2122,1527,3649
21-04-2016,22 - 23,1961,1385,3346
21-04-2016,23 - 00,1781,1278,3059
22-04-2016,00 - 01,1646,1170,2816
22-04-2016,01 - 02,1638,1120,2758
22-04-2016,02 - 03,1572,1088,
22-04-2016,03 - 04,,,
22-04-2016,04 - 05,,,
22-04-2016,05 - 06,,,
22-04-2016,06 - 07,,,
22-04-2016,07 - 08,,,
22-04-2016,08 - 09,,,
22-04-2016,09 - 10,,,
22-04-2016,10 - 11,,,
22-04-2016,11 - 12,,,
22-04-2016,12 - 13,,,
22-04-2016,13 - 14,,,
22-04-2016,14 - 15,,,
22-04-2016,15 - 16,,,
22-04-2016,16 - 17,,,
22-04-2016,17 - 18,,,
22-04-2016,18 - 19,,,
22-04-2016,19 - 20,,,
22-04-2016,20 - 21,,,
22-04-2016,21 - 22,,,
22-04-2016,22 - 23,,,
22-04-2016,23 - 00,,,
